"Status","Year","Ethnicity","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Northern Ireland","Northern Ireland","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Northern Ireland","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Northern Ireland","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","Overseas","Overseas","170","170","51850","53970"
"In post","2023","Asian","Scotland","Eastern Scotland","Angus and Dundee City","50","50","30390","28610"
"In post","2023","Asian","Scotland","Eastern Scotland","City of Edinburgh","210","200","37440","33590"
"In post","2023","Asian","Scotland","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Eastern Scotland","Falkirk","15","10","[c]","[c]"
"In post","2023","Asian","Scotland","Eastern Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Eastern Scotland","West Lothian","5","5","[c]","[c]"
"In post","2023","Asian","Scotland","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Highlands and Islands","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Highlands and Islands","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Highlands and Islands","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","35","35","44520","36530"
"In post","2023","Asian","Scotland","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Southern Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Southern Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scotland","Southern Scotland","South Lanarkshire","60","55","30070","22520"
"In post","2023","Asian","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","10","10","[c]","[c]"
"In post","2023","Asian","Scotland","West Central Scotland","Glasgow City","370","345","31870","28120"
"In post","2023","Asian","Scotland","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","15","15","[c]","[c]"
"In post","2023","Asian","Scotland","West Central Scotland","North Lanarkshire","15","15","[c]","[c]"
"In post","2023","Asian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","300","275","31980","31280"
"In post","2023","Asian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","105","100","32830","29140"
"In post","2023","Asian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","130","120","34150","28540"
"In post","2023","Asian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","95","90","33460","28480"
"In post","2023","Asian","South East (England)","Hampshire and Isle of Wight","Central Hampshire","80","80","32430","29860"
"In post","2023","Asian","South East (England)","Hampshire and Isle of Wight","Isle of Wight","5","5","[c]","[c]"
"In post","2023","Asian","South East (England)","Hampshire and Isle of Wight","North Hampshire","60","55","28690","27470"
"In post","2023","Asian","South East (England)","Hampshire and Isle of Wight","Portsmouth","70","65","31020","28130"
"In post","2023","Asian","South East (England)","Hampshire and Isle of Wight","South Hampshire","125","105","31880","27070"
"In post","2023","Asian","South East (England)","Hampshire and Isle of Wight","Southampton","50","50","33710","27880"
"In post","2023","Asian","South East (England)","Kent","East Kent","55","55","29280","25880"
"In post","2023","Asian","South East (England)","Kent","Kent Thames Gateway","40","35","32600","31280"
"In post","2023","Asian","South East (England)","Kent","Medway","55","50","30390","31280"
"In post","2023","Asian","South East (England)","Kent","Mid Kent","25","25","[c]","[c]"
"In post","2023","Asian","South East (England)","Kent","West Kent","5","5","[c]","[c]"
"In post","2023","Asian","South East (England)","Surrey, East and West Sussex","Brighton and Hove","15","15","[c]","[c]"
"In post","2023","Asian","South East (England)","Surrey, East and West Sussex","East Surrey","50","45","33490","31280"
"In post","2023","Asian","South East (England)","Surrey, East and West Sussex","East Sussex CC","20","15","[c]","[c]"
"In post","2023","Asian","South East (England)","Surrey, East and West Sussex","West Surrey","190","185","33870","31280"
"In post","2023","Asian","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","80","70","28960","27490"
"In post","2023","Asian","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","25","25","[c]","[c]"
"In post","2023","Asian","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2023","Asian","South West (England)","Devon","Devon CC","55","50","34520","30930"
"In post","2023","Asian","South West (England)","Devon","Plymouth","15","15","[c]","[c]"
"In post","2023","Asian","South West (England)","Devon","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South West (England)","Dorset and Somerset","Bournemouth, Christchurch and Poole","5","5","[c]","[c]"
"In post","2023","Asian","South West (England)","Dorset and Somerset","Dorset","15","15","[c]","[c]"
"In post","2023","Asian","South West (England)","Dorset and Somerset","Somerset CC","10","10","[c]","[c]"
"In post","2023","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","405","390","38070","34760"
"In post","2023","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","230","215","34860","28880"
"In post","2023","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","35","35","32400","28120"
"In post","2023","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","20","20","[c]","[c]"
"In post","2023","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","150","145","37890","34300"
"In post","2023","Asian","Unknown","Unknown","Unknown","70","65","33840","28120"
"In post","2023","Asian","Wales","East Wales","Cardiff and Vale of Glamorgan","320","310","33260","28130"
"In post","2023","Asian","Wales","East Wales","Flintshire and Wrexham","10","10","[c]","[c]"
"In post","2023","Asian","Wales","East Wales","Monmouthshire and Newport","140","130","36700","34530"
"In post","2023","Asian","Wales","East Wales","Powys","5","5","[c]","[c]"
"In post","2023","Asian","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Wales","West Wales and The Valleys","Central Valleys","45","40","29760","28120"
"In post","2023","Asian","Wales","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Wales","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Wales","West Wales and The Valleys","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Wales","West Wales and The Valleys","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Wales","West Wales and The Valleys","South West Wales","10","10","[c]","[c]"
"In post","2023","Asian","Wales","West Wales and The Valleys","Swansea","100","90","30440","22500"
"In post","2023","Asian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","Asian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","145","135","28110","27110"
"In post","2023","Asian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","60","55","32220","28880"
"In post","2023","Asian","West Midlands (England)","Shropshire and Staffordshire","Shropshire","10","10","[c]","[c]"
"In post","2023","Asian","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","175","165","35050","32060"
"In post","2023","Asian","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","55","50","27610","25750"
"In post","2023","Asian","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","150","145","38390","36160"
"In post","2023","Asian","West Midlands (England)","West Midlands","Birmingham","3485","3275","29790","28120"
"In post","2023","Asian","West Midlands (England)","West Midlands","Coventry","475","445","35820","31310"
"In post","2023","Asian","West Midlands (England)","West Midlands","Dudley","110","95","25420","21690"
"In post","2023","Asian","West Midlands (England)","West Midlands","Sandwell","105","95","27870","28120"
"In post","2023","Asian","West Midlands (England)","West Midlands","Solihull","265","240","29140","27010"
"In post","2023","Asian","West Midlands (England)","West Midlands","Walsall","55","50","28120","28120"
"In post","2023","Asian","West Midlands (England)","West Midlands","Wolverhampton","275","255","27330","28120"
"In post","2023","Asian","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","15","15","[c]","[c]"
"In post","2023","Asian","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","15","15","[c]","[c]"
"In post","2023","Asian","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","10","5","[c]","[c]"
"In post","2023","Asian","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","35","30","32440","27470"
"In post","2023","Asian","Yorkshire and The Humber","North Yorkshire","York","50","50","33950","31730"
"In post","2023","Asian","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","35","30","30450","28120"
"In post","2023","Asian","Yorkshire and The Humber","South Yorkshire","Sheffield","485","450","31300","26780"
"In post","2023","Asian","Yorkshire and The Humber","West Yorkshire","Bradford","930","835","25660","22520"
"In post","2023","Asian","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","175","160","28030","28120"
"In post","2023","Asian","Yorkshire and The Humber","West Yorkshire","Leeds","1455","1380","33370","28480"
"In post","2023","Asian","Yorkshire and The Humber","West Yorkshire","Wakefield","40","35","31300","29050"
"In post","2023","Black","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","40","35","27960","28120"
"In post","2023","Black","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","15","10","[c]","[c]"
"In post","2023","Black","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","340","330","29810","28100"
"In post","2023","Black","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","15","15","[c]","[c]"
"In post","2023","Black","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","15","10","[c]","[c]"
"In post","2023","Black","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","80","75","27830","25300"
"In post","2023","Black","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","45","40","30330","28120"
"In post","2023","Black","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","20","20","[c]","[c]"
"In post","2023","Black","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","65","60","27410","28090"
"In post","2023","Black","East Midlands (England)","Lincolnshire","Lincolnshire CC","25","25","[c]","[c]"
"In post","2023","Black","East of England","Bedfordshire and Hertfordshire","Bedford","45","45","29670","28120"
"In post","2023","Black","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","10","10","[c]","[c]"
"In post","2023","Black","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","170","160","34330","31280"
"In post","2023","Black","East of England","Bedfordshire and Hertfordshire","Luton","50","45","29540","28120"
"In post","2023","Black","East of England","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Black","East of England","East Anglia","Cambridgeshire CC","45","40","41280","33830"
"In post","2023","Black","East of England","East Anglia","North and West Norfolk","5","5","[c]","[c]"
"In post","2023","Black","East of England","East Anglia","Norwich and East Norfolk","15","15","[c]","[c]"
"In post","2023","Black","East of England","East Anglia","Peterborough","35","30","27100","23390"
"In post","2023","Black","East of England","East Anglia","Suffolk CC","40","40","30040","29050"
"In post","2023","Black","East of England","Essex","Essex Haven Gateway","20","15","[c]","[c]"
"In post","2023","Black","East of England","Essex","Essex Thames Gateway","70","65","28930","25610"
"In post","2023","Black","East of England","Essex","Heart of Essex","35","35","34460","31270"
"In post","2023","Black","East of England","Essex","Southend-on-Sea","10","10","[c]","[c]"
"In post","2023","Black","East of England","Essex","Thurrock","35","35","34690","31280"
"In post","2023","Black","East of England","Essex","West Essex","35","35","33560","30150"
"In post","2023","Black","London","Inner London - East","Hackney and Newham","925","885","37450","32540"
"In post","2023","Black","London","Inner London - East","Haringey and Islington","415","395","32520","32520"
"In post","2023","Black","London","Inner London - East","Lambeth","380","365","34580","32520"
"In post","2023","Black","London","Inner London - East","Lewisham and Southwark","350","335","33050","32520"
"In post","2023","Black","London","Inner London - East","Tower Hamlets","565","550","40470","36540"
"In post","2023","Black","London","Inner London - West","Camden and City of London","280","265","29570","25480"
"In post","2023","Black","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","205","195","33060","32920"
"In post","2023","Black","London","Inner London - West","Wandsworth","235","220","33120","32520"
"In post","2023","Black","London","Inner London - West","Westminster","3570","3510","41670","37860"
"In post","2023","Black","London","Outer London - East and North East","Barking & Dagenham and Havering","120","110","34040","32520"
"In post","2023","Black","London","Outer London - East and North East","Bexley and Greenwich","300","290","33710","32520"
"In post","2023","Black","London","Outer London - East and North East","Enfield","70","70","32140","32520"
"In post","2023","Black","London","Outer London - East and North East","Redbridge and Waltham Forest","330","305","31240","31260"
"In post","2023","Black","London","Outer London - South","Bromley","145","140","33050","32520"
"In post","2023","Black","London","Outer London - South","Croydon","1525","1460","35810","32520"
"In post","2023","Black","London","Outer London - South","Merton, Kingston upon Thames and Sutton","80","75","33390","32520"
"In post","2023","Black","London","Outer London - West and North West","Barnet","200","195","37330","32520"
"In post","2023","Black","London","Outer London - West and North West","Brent","130","120","31790","32520"
"In post","2023","Black","London","Outer London - West and North West","Ealing","85","80","33750","32520"
"In post","2023","Black","London","Outer London - West and North West","Harrow and Hillingdon","215","200","31930","30200"
"In post","2023","Black","London","Outer London - West and North West","Hounslow and Richmond upon Thames","180","170","33450","32980"
"In post","2023","Black","North East (England)","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Black","North East (England)","Northumberland, and Tyne and Wear","Sunderland","10","10","[c]","[c]"
"In post","2023","Black","North East (England)","Northumberland, and Tyne and Wear","Tyneside","140","135","31560","28120"
"In post","2023","Black","North East (England)","Tees Valley and Durham","Darlington","25","25","[c]","[c]"
"In post","2023","Black","North East (England)","Tees Valley and Durham","Durham","15","15","[c]","[c]"
"In post","2023","Black","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","5","5","[c]","[c]"
"In post","2023","Black","North East (England)","Tees Valley and Durham","South Teesside","10","10","[c]","[c]"
"In post","2023","Black","North West (England)","Cheshire","Cheshire East","15","15","[c]","[c]"
"In post","2023","Black","North West (England)","Cheshire","Cheshire West and Chester","5","5","[c]","[c]"
"In post","2023","Black","North West (England)","Cheshire","Warrington","20","20","[c]","[c]"
"In post","2023","Black","North West (England)","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Black","North West (England)","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Black","North West (England)","Greater Manchester","Greater Manchester North East","25","25","[c]","[c]"
"In post","2023","Black","North West (England)","Greater Manchester","Greater Manchester North West","30","25","[c]","[c]"
"In post","2023","Black","North West (England)","Greater Manchester","Greater Manchester South East","25","25","[c]","[c]"
"In post","2023","Black","North West (England)","Greater Manchester","Greater Manchester South West","405","390","30620","28130"
"In post","2023","Black","North West (England)","Greater Manchester","Manchester","255","245","33610","30330"
"In post","2023","Black","North West (England)","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2023","Black","North West (England)","Lancashire","Blackpool","25","25","[c]","[c]"
"In post","2023","Black","North West (England)","Lancashire","Chorley and West Lancashire","5","5","[c]","[c]"
"In post","2023","Black","North West (England)","Lancashire","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Black","North West (England)","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Black","North West (England)","Lancashire","Mid Lancashire","35","30","29150","28120"
"In post","2023","Black","North West (England)","Merseyside","East Merseyside","5","5","[c]","[c]"
"In post","2023","Black","North West (England)","Merseyside","Liverpool","115","110","29850","25880"
"In post","2023","Black","North West (England)","Merseyside","Sefton","35","35","31340","28120"
"In post","2023","Black","North West (England)","Merseyside","Wirral","10","5","[c]","[c]"
"In post","2023","Black","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","Northern Ireland","Belfast","5","5","[c]","[c]"
"In post","2023","Black","Northern Ireland","Northern Ireland","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","Northern Ireland","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","Northern Ireland","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","Northern Ireland","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2023","Black","Overseas","Overseas","Overseas","70","70","48280","50400"
"In post","2023","Black","Scotland","Eastern Scotland","Angus and Dundee City","15","15","[c]","[c]"
"In post","2023","Black","Scotland","Eastern Scotland","City of Edinburgh","110","105","35000","31940"
"In post","2023","Black","Scotland","Eastern Scotland","Clackmannanshire and Fife","5","5","[c]","[c]"
"In post","2023","Black","Scotland","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","Eastern Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","Highlands and Islands","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","Highlands and Islands","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","Highlands and Islands","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","20","15","[c]","[c]"
"In post","2023","Black","Scotland","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scotland","Southern Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
