"Status","Year","Age","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","875","870","37500","37470"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","770","770","37920","37470"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","EO","Female","55","55","27910","27230"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","EO","Male","45","45","27210","27230"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","G6/G7","Female","100","100","54280","53030"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","G6/G7","Male","85","85","54940","53030"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","215","215","36570","35620"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","170","170","36990","35620"
"In post","2023","20-29","Department for Education","AA/AO","Female","15","15","[c]","[c]"
"In post","2023","20-29","Department for Education","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","20-29","Department for Education","EO","Female","195","190","27110","25900"
"In post","2023","20-29","Department for Education","EO","Male","120","120","27220","25900"
"In post","2023","20-29","Department for Education","G6/G7","Female","170","170","54400","55020"
"In post","2023","20-29","Department for Education","G6/G7","Male","100","100","54110","55020"
"In post","2023","20-29","Department for Education","SEO/HEO","Female","635","630","36220","37590"
"In post","2023","20-29","Department for Education","SEO/HEO","Male","330","330","35920","37590"
"In post","2023","20-29","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","AA/AO","Female","315","305","22570","22150"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","AA/AO","Male","260","260","22610","22150"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","EO","Female","335","330","26860","25920"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","EO","Male","195","190","26910","25920"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","G6/G7","Female","115","115","53270","54330"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","G6/G7","Male","80","80","53440","54330"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","630","625","34640","33830"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","460","455","34890","33830"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Unknown","Female","5","5","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs","Unknown","Male","5","5","[c]","[c]"
"In post","2023","20-29","Department for International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","EO","Female","80","80","28850","29280"
"In post","2023","20-29","Department for International Trade","EO","Male","65","65","28750","29280"
"In post","2023","20-29","Department for International Trade","G6/G7","Female","135","135","56240","55370"
"In post","2023","20-29","Department for International Trade","G6/G7","Male","120","120","57060","55370"
"In post","2023","20-29","Department for International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","SEO/HEO","Female","395","390","38140","36430"
"In post","2023","20-29","Department for International Trade","SEO/HEO","Male","360","355","37760","35600"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","AA/AO","Female","25","25","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","EO","Female","55","55","28130","28850"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","EO","Male","60","60","27940","28850"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","G6/G7","Female","120","120","54920","54630"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","G6/G7","Male","125","125","54960","54630"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","SEO/HEO","Female","285","285","36170","34310"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities","SEO/HEO","Male","240","240","36150","34310"
"In post","2023","20-29","Department for Transport","AA/AO","Female","450","415","21850","22500"
"In post","2023","20-29","Department for Transport","AA/AO","Male","400","395","22460","22500"
"In post","2023","20-29","Department for Transport","EO","Female","195","195","28470","26960"
"In post","2023","20-29","Department for Transport","EO","Male","180","180","28290","26960"
"In post","2023","20-29","Department for Transport","G6/G7","Female","105","105","55950","55740"
"In post","2023","20-29","Department for Transport","G6/G7","Male","140","140","56660","55740"
"In post","2023","20-29","Department for Transport","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport","SEO/HEO","Female","375","375","37560","35760"
"In post","2023","20-29","Department for Transport","SEO/HEO","Male","405","405","37710","35760"
"In post","2023","20-29","Department for Work and Pensions","AA/AO","Female","1660","1575","22140","21690"
"In post","2023","20-29","Department for Work and Pensions","AA/AO","Male","1475","1460","22010","21690"
"In post","2023","20-29","Department for Work and Pensions","EO","Female","2665","2590","29050","28120"
"In post","2023","20-29","Department for Work and Pensions","EO","Male","1730","1720","28820","28120"
"In post","2023","20-29","Department for Work and Pensions","G6/G7","Female","85","85","54920","55150"
"In post","2023","20-29","Department for Work and Pensions","G6/G7","Male","85","85","55760","55150"
"In post","2023","20-29","Department for Work and Pensions","SEO/HEO","Female","700","695","36560","34170"
"In post","2023","20-29","Department for Work and Pensions","SEO/HEO","Male","615","615","36660","34170"
"In post","2023","20-29","Department of Health and Social Care","AA/AO","Female","115","105","22580","21990"
"In post","2023","20-29","Department of Health and Social Care","AA/AO","Male","90","85","22330","21560"
"In post","2023","20-29","Department of Health and Social Care","EO","Female","320","315","27280","27840"
"In post","2023","20-29","Department of Health and Social Care","EO","Male","160","155","26950","27840"
"In post","2023","20-29","Department of Health and Social Care","G6/G7","Female","225","220","55420","54690"
"In post","2023","20-29","Department of Health and Social Care","G6/G7","Male","140","135","55760","54690"
"In post","2023","20-29","Department of Health and Social Care","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department of Health and Social Care","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department of Health and Social Care","SEO/HEO","Female","775","765","36330","34190"
"In post","2023","20-29","Department of Health and Social Care","SEO/HEO","Male","390","385","35830","34190"
"In post","2023","20-29","Estyn","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Estyn","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Estyn","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Estyn","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Estyn","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Estyn","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Food Standards Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Food Standards Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Food Standards Agency","EO","Female","20","20","[c]","[c]"
"In post","2023","20-29","Food Standards Agency","EO","Male","15","15","[c]","[c]"
"In post","2023","20-29","Food Standards Agency","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","20-29","Food Standards Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Food Standards Agency","SEO/HEO","Female","80","80","35510","33820"
"In post","2023","20-29","Food Standards Agency","SEO/HEO","Male","40","40","35620","33320"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","AA/AO","Female","80","80","26110","25700"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","AA/AO","Male","75","75","26320","25700"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","EO","Female","125","125","29730","29400"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","EO","Male","145","145","30320","29900"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","G6/G7","Female","115","115","54870","54960"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","G6/G7","Male","85","85","55060","54960"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","SEO/HEO","Female","530","530","37560","36710"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","SEO/HEO","Male","390","390","37660","36620"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Unknown","Female","10","10","[c]","[c]"
"In post","2023","20-29","Foreign, Commonwealth and Development Office","Unknown","Male","25","25","[c]","[c]"
"In post","2023","20-29","HM Land Registry","AA/AO","Female","245","240","23430","23390"
"In post","2023","20-29","HM Land Registry","AA/AO","Male","180","175","23350","23390"
"In post","2023","20-29","HM Land Registry","EO","Female","275","265","28330","28080"
"In post","2023","20-29","HM Land Registry","EO","Male","170","170","28780","28080"
"In post","2023","20-29","HM Land Registry","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Land Registry","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","HM Land Registry","SEO/HEO","Female","90","85","36710","34850"
"In post","2023","20-29","HM Land Registry","SEO/HEO","Male","75","75","38060","38410"
"In post","2023","20-29","HM Revenue and Customs","AA/AO","Female","2195","2090","22740","22520"
"In post","2023","20-29","HM Revenue and Customs","AA/AO","Male","2155","2115","22700","22520"
"In post","2023","20-29","HM Revenue and Customs","EO","Female","1610","1585","28420","27890"
"In post","2023","20-29","HM Revenue and Customs","EO","Male","1655","1645","28370","27890"
"In post","2023","20-29","HM Revenue and Customs","G6/G7","Female","235","235","59770","57970"
"In post","2023","20-29","HM Revenue and Customs","G6/G7","Male","250","250","60070","57970"
"In post","2023","20-29","HM Revenue and Customs","SEO/HEO","Female","1590","1580","37230","35000"
"In post","2023","20-29","HM Revenue and Customs","SEO/HEO","Male","1765","1765","37050","35000"
"In post","2023","20-29","HM Treasury","AA/AO","Female","15","15","[c]","[c]"
"In post","2023","20-29","HM Treasury","AA/AO","Male","15","15","[c]","[c]"
"In post","2023","20-29","HM Treasury","EO","Female","75","75","26780","27820"
"In post","2023","20-29","HM Treasury","EO","Male","55","55","26730","27820"
"In post","2023","20-29","HM Treasury","G6/G7","Female","135","135","54750","54090"
"In post","2023","20-29","HM Treasury","G6/G7","Male","135","135","54760","54090"
"In post","2023","20-29","HM Treasury","SEO/HEO","Female","230","230","33980","33630"
"In post","2023","20-29","HM Treasury","SEO/HEO","Male","275","275","34500","33630"
"In post","2023","20-29","Home Office","AA/AO","Female","1280","1230","22990","22400"
"In post","2023","20-29","Home Office","AA/AO","Male","1130","1105","22860","22400"
"In post","2023","20-29","Home Office","EO","Female","1760","1740","26950","25880"
"In post","2023","20-29","Home Office","EO","Male","1550","1540","26900","25880"
"In post","2023","20-29","Home Office","G6/G7","Female","180","180","59790","59290"
"In post","2023","20-29","Home Office","G6/G7","Male","150","150","59630","59290"
"In post","2023","20-29","Home Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Home Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Home Office","SEO/HEO","Female","995","990","37000","36180"
"In post","2023","20-29","Home Office","SEO/HEO","Male","740","740","37300","36180"
"In post","2023","20-29","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Ministry of Defence","AA/AO","Female","810","790","23020","22220"
"In post","2023","20-29","Ministry of Defence","AA/AO","Male","1310","1310","24730","24010"
"In post","2023","20-29","Ministry of Defence","EO","Female","615","610","27720","27140"
"In post","2023","20-29","Ministry of Defence","EO","Male","705","705","27570","27140"
"In post","2023","20-29","Ministry of Defence","G6/G7","Female","95","90","55840","55110"
"In post","2023","20-29","Ministry of Defence","G6/G7","Male","110","110","54410","54440"
"In post","2023","20-29","Ministry of Defence","SEO/HEO","Female","1470","1460","36080","33990"
"In post","2023","20-29","Ministry of Defence","SEO/HEO","Male","1910","1910","35670","33990"
"In post","2023","20-29","Ministry of Defence","Unknown","Female","215","210","31290","31920"
"In post","2023","20-29","Ministry of Defence","Unknown","Male","645","645","31330","31710"
"In post","2023","20-29","Ministry of Justice","AA/AO","Female","5135","4980","27150","28880"
"In post","2023","20-29","Ministry of Justice","AA/AO","Male","4315","4285","28570","28880"
"In post","2023","20-29","Ministry of Justice","EO","Female","1170","1155","29640","28480"
"In post","2023","20-29","Ministry of Justice","EO","Male","560","560","31080","29660"
"In post","2023","20-29","Ministry of Justice","G6/G7","Female","135","135","57730","55720"
"In post","2023","20-29","Ministry of Justice","G6/G7","Male","90","90","56930","55720"
"In post","2023","20-29","Ministry of Justice","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Ministry of Justice","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Ministry of Justice","SEO/HEO","Female","1290","1285","36240","35410"
