"Status","Year","Disability","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Outside London","EO","Female","10145","9570","28630","27890"
"In post","2023","Unknown","Outside London","EO","Male","10475","10185","29470","28080"
"In post","2023","Unknown","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Outside London","G6/G7","Female","3445","3260","59110","56450"
"In post","2023","Unknown","Outside London","G6/G7","Male","4045","3955","59450","57760"
"In post","2023","Unknown","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Outside London","SCS level","Female","195","185","91600","85200"
"In post","2023","Unknown","Outside London","SCS level","Male","225","220","98150","92260"
"In post","2023","Unknown","Outside London","SEO/HEO","Female","9440","9000","37240","35220"
"In post","2023","Unknown","Outside London","SEO/HEO","Male","10465","10260","38090","37470"
"In post","2023","Unknown","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Outside London","Unknown","Female","2185","1985","27130","24570"
"In post","2023","Unknown","Outside London","Unknown","Male","1045","965","31130","26840"
"In post","2023","Unknown","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","EO","Female","25","25","[c]","[c]"
"In post","2023","Unknown","Overseas","EO","Male","25","25","[c]","[c]"
"In post","2023","Unknown","Overseas","G6/G7","Female","285","285","60630","57790"
"In post","2023","Unknown","Overseas","G6/G7","Male","340","335","61850","59770"
"In post","2023","Unknown","Overseas","SCS level","Female","45","45","81390","76780"
"In post","2023","Unknown","Overseas","SCS level","Male","40","40","89030","78900"
"In post","2023","Unknown","Overseas","SEO/HEO","Female","235","230","48310","45690"
"In post","2023","Unknown","Overseas","SEO/HEO","Male","225","225","46920","43690"
"In post","2023","Unknown","Overseas","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","AA/AO","Female","25","25","[c]","[c]"
"In post","2023","Unknown","Unknown","AA/AO","Male","25","25","[c]","[c]"
"In post","2023","Unknown","Unknown","EO","Female","35","30","27620","25880"
"In post","2023","Unknown","Unknown","EO","Male","55","45","27760","25750"
"In post","2023","Unknown","Unknown","G6/G7","Female","15","10","[c]","[c]"
"In post","2023","Unknown","Unknown","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SEO/HEO","Female","30","25","[c]","[c]"
"In post","2023","Unknown","Unknown","SEO/HEO","Male","55","50","46020","45700"
"In post","2023","Unknown","Unknown","Unknown","Female","175","175","37800","36860"
"In post","2023","Unknown","Unknown","Unknown","Male","1530","1530","42370","40530"
"Leaver CS","2023","Declared disabled","London","AA/AO","Female","90","[c]","24870","25060"
"Leaver CS","2023","Declared disabled","London","AA/AO","Male","65","[c]","23870","25480"
"Leaver CS","2023","Declared disabled","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","EO","Female","145","[c]","30580","31060"
"Leaver CS","2023","Declared disabled","London","EO","Male","95","[c]","30860","31060"
"Leaver CS","2023","Declared disabled","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","G6/G7","Female","100","[c]","61280","60570"
"Leaver CS","2023","Declared disabled","London","G6/G7","Male","90","[c]","60990","57800"
"Leaver CS","2023","Declared disabled","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","SEO/HEO","Female","145","[c]","38110","37420"
"Leaver CS","2023","Declared disabled","London","SEO/HEO","Male","95","[c]","39180","38400"
"Leaver CS","2023","Declared disabled","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","Unknown","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Outside London","AA/AO","Female","1060","[c]","21880","21690"
"Leaver CS","2023","Declared disabled","Outside London","AA/AO","Male","695","[c]","22640","21690"
"Leaver CS","2023","Declared disabled","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Outside London","EO","Female","685","[c]","27850","28120"
"Leaver CS","2023","Declared disabled","Outside London","EO","Male","460","[c]","28480","28120"
"Leaver CS","2023","Declared disabled","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Outside London","G6/G7","Female","105","[c]","60050","56950"
"Leaver CS","2023","Declared disabled","Outside London","G6/G7","Male","95","[c]","60840","59000"
"Leaver CS","2023","Declared disabled","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Outside London","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Outside London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Outside London","SEO/HEO","Female","365","[c]","36800","34970"
"Leaver CS","2023","Declared disabled","Outside London","SEO/HEO","Male","320","[c]","38280","36880"
"Leaver CS","2023","Declared disabled","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Outside London","Unknown","Female","220","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Outside London","Unknown","Male","90","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","London","AA/AO","Female","490","[c]","24480","25270"
"Leaver CS","2023","Declared non-disabled","London","AA/AO","Male","380","[c]","24670","25090"
"Leaver CS","2023","Declared non-disabled","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","London","EO","Female","790","[c]","30030","31060"
"Leaver CS","2023","Declared non-disabled","London","EO","Male","490","[c]","30300","31060"
"Leaver CS","2023","Declared non-disabled","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","London","G6/G7","Female","700","[c]","59480","56770"
"Leaver CS","2023","Declared non-disabled","London","G6/G7","Male","745","[c]","61230","59250"
"Leaver CS","2023","Declared non-disabled","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","London","SCS level","Female","145","[c]","94220","86870"
