"Status","Year","Organisation","Parent_department","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Herefordshire, Worcestershire and Warwickshire","AA","85","85","20690","19770"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Herefordshire, Worcestershire and Warwickshire","AO","220","215","26410","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Herefordshire, Worcestershire and Warwickshire","EO","100","100","29290","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Herefordshire, Worcestershire and Warwickshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Herefordshire, Worcestershire and Warwickshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Herefordshire, Worcestershire and Warwickshire","HEO","35","35","35610","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Herefordshire, Worcestershire and Warwickshire","SEO","10","10","44100","43060"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Highlands and Islands","AA","95","90","21590","21380"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Highlands and Islands","AO","155","155","23330","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Highlands and Islands","EO","55","50","28010","27140"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Highlands and Islands","G6","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Highlands and Islands","G7","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Highlands and Islands","HEO","35","35","36240","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Highlands and Islands","SEO","15","15","42400","41800"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Inner London - East","AA","20","20","22460","22770"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Inner London - East","AO","30","30","25980","26560"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Inner London - East","EO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Inner London - East","HEO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Inner London - East","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Inner London - West","AA","140","140","24560","24380"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Inner London - West","AO","285","275","29750","26560"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Inner London - West","EO","330","330","32360","31580"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Inner London - West","G6","275","270","70520","70470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Inner London - West","G7","555","545","59700","60220"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Inner London - West","HEO","650","645","38550","38020"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Inner London - West","SCS level","195","190","92280","82760"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Inner London - West","SEO","990","970","46380","45750"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Kent","AA","50","50","22790","21380"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Kent","AO","85","85","26280","22330"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Kent","EO","50","45","28820","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Kent","G6","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Kent","G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Kent","HEO","35","35","36160","35490"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Kent","SEO","10","10","43100","43390"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Lancashire","AA","65","60","21950","21380"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Lancashire","AO","195","175","22330","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Lancashire","EO","215","200","27460","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Lancashire","G6","25","20","74790","76300"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Lancashire","G7","10","10","49530","51820"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Lancashire","HEO","100","95","33740","33990"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Lancashire","SCS level","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Lancashire","SEO","50","45","41820","41200"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","AA","60","60","19960","19770"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","AO","65","65","25540","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","EO","50","50","29480","27740"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","HEO","35","35","35250","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","SEO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Lincolnshire","AA","155","150","20970","21380"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Lincolnshire","AO","340","325","22220","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Lincolnshire","EO","190","185","28090","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Lincolnshire","G6","10","10","83030","84890"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Lincolnshire","G7","15","15","60200","56180"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Lincolnshire","HEO","120","115","35710","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Lincolnshire","SEO","55","55","44570","43000"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Merseyside","AA","45","45","20880","21380"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Merseyside","AO","140","130","22310","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Merseyside","EO","75","70","27360","27140"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Merseyside","G6","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Merseyside","G7","15","15","54850","56180"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Merseyside","HEO","55","55","33750","33990"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Merseyside","SEO","35","35","41300","41200"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","North Eastern Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","North Eastern Scotland","AO","80","75","42310","45880"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","North Eastern Scotland","EO","10","10","45220","50720"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","North Eastern Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","North Yorkshire","AA","235","225","20960","21380"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","North Yorkshire","AO","480","460","26520","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","North Yorkshire","EO","290","290","29860","27600"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","North Yorkshire","G6","25","20","84680","93060"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","North Yorkshire","G7","45","40","59860","56180"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","North Yorkshire","HEO","210","205","36190","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","North Yorkshire","SEO","95","95","42640","41800"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Northern Ireland","AA","440","430","21670","22130"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Northern Ireland","AO","205","200","23130","22970"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Northern Ireland","EO","90","90","29350","28220"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Northern Ireland","G6","10","10","82720","88250"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Northern Ireland","G7","10","10","56110","55190"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Northern Ireland","HEO","65","60","36040","35050"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Northern Ireland","SEO","35","35","42580","41950"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Northumberland, and Tyne and Wear","AA","50","45","20200","19770"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Northumberland, and Tyne and Wear","AO","75","70","22410","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Northumberland, and Tyne and Wear","EO","30","30","28450","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Northumberland, and Tyne and Wear","G6","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Northumberland, and Tyne and Wear","G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Northumberland, and Tyne and Wear","HEO","25","20","36290","36280"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Northumberland, and Tyne and Wear","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Outer London - East and North East","AA","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Outer London - East and North East","AO","35","30","25230","25060"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Outer London - East and North East","EO","40","35","33380","34800"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Outer London - East and North East","G6","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Outer London - East and North East","G7","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Outer London - East and North East","HEO","20","20","39970","38980"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Outer London - East and North East","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Outer London - East and North East","SEO","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Outer London - South","AA","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Outer London - South","AO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Outer London - West and North West","AA","35","35","23730","24630"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Outer London - West and North West","AO","110","105","27110","26810"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Outer London - West and North West","EO","140","135","30550","30080"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Outer London - West and North West","G6","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Outer London - West and North West","G7","15","10","61090","59940"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Outer London - West and North West","HEO","105","100","37780","37180"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Outer London - West and North West","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Outer London - West and North West","SEO","30","30","45560","44970"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","AO","25","25","33610","32000"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","EO","110","110","39430","37380"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","G6","40","40","93470","93810"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","G7","65","65","75320","74450"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","HEO","305","300","51670","50880"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","SCS level","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","SEO","115","115","59830","56830"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Shropshire and Staffordshire","AA","135","135","21340","21380"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Shropshire and Staffordshire","AO","300","280","23430","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Shropshire and Staffordshire","EO","460","450","28490","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Shropshire and Staffordshire","G6","65","60","73090","66140"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Shropshire and Staffordshire","G7","145","145","55830","55110"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Shropshire and Staffordshire","HEO","425","415","34670","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Shropshire and Staffordshire","SCS level","15","15","112730","110040"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Shropshire and Staffordshire","SEO","290","280","42160","41800"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","South Yorkshire","AA","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","South Yorkshire","AO","15","15","22640","22330"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Southern Scotland","AA","35","35","21270","21380"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Southern Scotland","AO","35","30","29470","22330"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Southern Scotland","EO","10","10","29570","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Southern Scotland","HEO","10","10","34060","34060"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Southern Scotland","SEO","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Surrey, East and West Sussex","AA","75","75","21180","21380"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Surrey, East and West Sussex","AO","70","65","23040","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Surrey, East and West Sussex","EO","50","50","29670","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Surrey, East and West Sussex","G6","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Surrey, East and West Sussex","G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Surrey, East and West Sussex","HEO","35","35","36890","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Surrey, East and West Sussex","SEO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Tees Valley and Durham","AA","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Tees Valley and Durham","AO","15","15","22490","22280"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Tees Valley and Durham","EO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Tees Valley and Durham","G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Tees Valley and Durham","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","AO","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","G7","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","HEO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","SEO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Central Scotland","AA","355","330","21550","21380"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Central Scotland","AO","1130","1085","29200","23720"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Central Scotland","EO","330","325","31640","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Central Scotland","G6","20","20","73380","76300"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Central Scotland","G7","45","45","58170","56180"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Central Scotland","HEO","295","290","37600","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Central Scotland","SEO","145","140","45740","42700"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Central Scotland","Unknown","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Midlands","AA","40","40","20990","19770"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Midlands","AO","50","50","22290","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Midlands","EO","15","15","27610","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Midlands","G6","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Midlands","G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Midlands","HEO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Midlands","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Wales and The Valleys","AA","45","45","20930","21380"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Wales and The Valleys","AO","65","65","22470","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Wales and The Valleys","EO","35","35","28000","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Wales and The Valleys","G6","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Wales and The Valleys","G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Wales and The Valleys","HEO","20","20","35700","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Wales and The Valleys","SEO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Yorkshire","AA","10","10","19640","19770"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Yorkshire","AO","25","25","22220","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","West Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Bedfordshire and Hertfordshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Bedfordshire and Hertfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Bedfordshire and Hertfordshire","HEO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Bedfordshire and Hertfordshire","SEO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","G7","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","HEO","10","10","31410","31270"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","SEO","10","10","40180","41510"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Cheshire","EO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Cheshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Cheshire","G7","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Cheshire","HEO","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Cheshire","SEO","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Cornwall and Isles of Scilly","G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Cornwall and Isles of Scilly","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Cumbria","G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Cumbria","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Derbyshire and Nottinghamshire","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Derbyshire and Nottinghamshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Derbyshire and Nottinghamshire","EO","20","20","26210","25830"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Derbyshire and Nottinghamshire","G6","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Derbyshire and Nottinghamshire","G7","45","45","54590","52600"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Derbyshire and Nottinghamshire","HEO","50","50","31740","31270"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Derbyshire and Nottinghamshire","SEO","55","50","39800","38880"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Devon","AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Devon","EO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Devon","G6","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Devon","G7","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Devon","HEO","10","10","31770","31270"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Devon","SEO","15","15","41350","41510"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Dorset and Somerset","AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Dorset and Somerset","EO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Dorset and Somerset","G6","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Dorset and Somerset","G7","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Dorset and Somerset","HEO","10","10","31610","31270"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Dorset and Somerset","SEO","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","East Anglia","AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","East Anglia","EO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","East Anglia","G6","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","East Anglia","G7","20","20","55670","56450"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","East Anglia","HEO","25","25","32410","31880"
